"SITEVISITID","EXCLUDE_FLAG","MISSIONID","ROUNDID","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","SITE","OLD_SITE","TYPE","CLIMATE_STATION_YN","PERM_SITE","OCC_SITEID","HABITAT_CODE","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_SV","LONGITUDE_SV","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","OBS_YEAR","DATE_","TRANSECT_PHOTOS","PHOTOMOSAIC_YN","benth","fish","arms_d","arms_r","cau_d","cau_r","microb","ARMS","Benthic","CAU","Fish","Oceanography","HUMANS20","HUMANS200","ANALYSIS_SCHEME","bANALYSIS_SCHEME","TUT2012","OTHER_AREA_GROUPING","SPECIAL_PROJ_YN","SPECIAL_PROJ_DESCRIPTION"
4866,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00003","JAR-03",NA,0,-1,NA,NA,12,18,-0.36200056,-160.0008737,-0.361967,-160.000767,"2012",2012,"5/5/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4867,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00012","JAR-12",NA,0,-1,NA,NA,15,15,-0.38224211,-159.9840445,-0.3825,-159.98388,"2012",2012,"5/5/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4868,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00009","JAR-09",NA,0,-1,NA,NA,12,22,-0.36498486,-160.0059801,-0.36537,-160.00635,"2012",2012,"5/5/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
6673,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Mid","GUA-00023","GUA-23",NA,-1,0,"OCC-GUA-002",NA,15.54404145,15.54404145,13.6033,144.92365,13.6033,144.92365,"2014",2014,"3/30/2014",-1,NA,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
10702,0,"HA1701",113,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Mid","GUA-00023","GUA-23",NA,-1,0,"OCC-GUA-002",NA,15.5,15.5,13.60334,144.92366,13.6033,144.92365,"2017",2017,"5/8/2017",-1,NA,0,0,1,1,1,0,1,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
11216,0,"HA1701",113,"MARIAN","Guguan","Guguan",NA,NA,"GUG-00309","GUG-309",NA,0,0,NA,NA,NA,NA,17.32288398,145.8404527,17.32288398,145.8404527,"2017",2017,"5/28/2017",0,NA,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
5945,0,"HA1304",83,"MHI","Hawaii","HAW_HAMAKUA","Forereef","Mid","HAW-00041","HAW-41",NA,-1,0,"OCC-HAW-002",NA,14.02011582,14.02011582,20.26828,-155.8604,20.26828,-155.8604,"2013",2013,"8/3/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
9973,0,"HA1606",108,"MHI","Hawaii","HAW_HAMAKUA","Forereef","Mid","HAW-00041","HAW-41","RANDOM",-1,0,"OCC-HAW-002",NA,14.02011582,14.02011582,20.26824,-155.86038,20.26828,-155.8604,"2016",2016,"8/15/2016",-1,NA,0,0,0,0,1,1,1,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
10037,0,"HA1606",108,"MHI","Hawaii","HAW_KONA","Forereef","Mid","HAW-00041","HAW-41","RANDOM",-1,0,"OCC-HAW-002",NA,14.02011582,14.02011582,20.025,-155.86092,20.26828,-155.8604,"2016",2016,"8/15/2016",0,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
13133,0,"SE1902_MHI_LEG2",134,"MHI","Hawaii","HAW_HAMAKUA","Forereef","Mid","HAW-00041","HAW-41","RANDOM",-1,0,"OCC-HAW-002",NA,14.02011582,14.02011582,20.268215,-155.860413,20.26828,-155.8604,"2019",2019,"7/15/2019",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4876,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00236","JAR-236","RANDOM",0,0,NA,"AGR",10.4,14,-0.36362682,-159.9885748,-0.36362682,-159.9885748,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4877,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00224","JAR-224","RANDOM",0,0,NA,"RRB",6.7,7,-0.36687045,-159.9824493,-0.36687045,-159.9824493,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4878,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-00201","JAR-201","RANDOM",0,0,NA,"AGR",20.6,30.5,-0.37907517,-159.9714753,-0.37907517,-159.9714753,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4879,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-00257","JAR-257","RANDOM",0,0,NA,"RRB",4,5.9,-0.36924806,-159.9842439,-0.36924806,-159.9842439,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4880,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-00266","JAR-266","RANDOM",0,0,NA,"RRB",4.5,4.7,-0.37295194,-159.9839085,-0.37295194,-159.9839085,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4882,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-00267","JAR-267","RANDOM",0,0,NA,"PPR",5,7.6,-0.38138883,-159.9999938,-0.38138883,-159.9999938,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4883,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00242","JAR-242","RANDOM",0,0,NA,"AGR",9,9,-0.37730684,-159.9758031,-0.37730684,-159.9758031,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4884,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00246","JAR-246","RANDOM",0,0,NA,"AGR",7.5,7.6,-0.37850327,-159.9772704,-0.37850327,-159.9772704,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4885,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-00269","JAR-269","RANDOM",0,0,NA,"MIX",5.5,7.2,-0.38206818,-160.0035339,-0.38206818,-160.0035339,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4886,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-00261","JAR-261","RANDOM",0,0,NA,"MIX",4.5,5.8,-0.375579,-160.0132303,-0.375579,-160.0132303,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4887,0,"HA1201",68,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-00011","JAR-11",NA,-1,-1,"OCC-JAR-013",NA,11,15,-0.36900155,-160.008115,-0.3695,-160.0086,"2012",2012,"5/6/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
5946,0,"HA1304",83,"MHI","Hawaii","HAW_HAMAKUA","Forereef","Mid","HAW-00042","HAW-42",NA,0,-1,NA,NA,13.71533069,13.71533069,20.24913,-155.89095,20.24913,-155.89095,"2013",2013,"8/3/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
9972,0,"HA1606",108,"MHI","Hawaii","HAW_HAMAKUA","Forereef","Mid","HAW-00042","HAW-42","RANDOM",0,-1,NA,NA,13.71533069,13.71533069,20.24916,-155.89093,20.24913,-155.89095,"2016",2016,"8/15/2016",-1,NA,0,0,0,0,1,1,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
13134,0,"SE1902_MHI_LEG2",134,"MHI","Hawaii","HAW_HAMAKUA","Forereef","Mid","HAW-00042","HAW-42","RANDOM",0,-1,NA,NA,13.71533069,13.71533069,20.249092,-155.890808,20.24913,-155.89095,"2019",2019,"7/15/2019",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
5952,0,"HA1304",83,"MHI","Hawaii","HAW_KONA","Forereef","Mid","HAW-00043","HAW-43",NA,-1,0,"OCC-HAW-010",NA,14.3,14.3,19.24432,-155.90024,19.24432,-155.90024,"2013",2013,"8/4/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
4892,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Deep","KIN-00187","KIN-187","RANDOM",0,0,NA,"AGR",19,30,6.37936323,-162.3677826,6.37936323,-162.3677826,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4893,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00204","KIN-204","RANDOM",0,0,NA,"AGR",7.9,11.2,6.38161688,-162.376812,6.38161688,-162.376812,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4894,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Shallow","KIN-00217","KIN-217","RANDOM",0,0,NA,"AGR",5,6.3,6.38278523,-162.3863947,6.38278523,-162.3863947,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4895,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Shallow","KIN-00215","KIN-215","RANDOM",0,0,NA,"PAV",5.8,6.3,6.38188703,-162.4053901,6.38188703,-162.4053901,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4896,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00193","KIN-193","RANDOM",0,0,NA,"AGR",16,17.1,6.38289428,-162.4387349,6.38289428,-162.4387349,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4897,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00211","KIN-211","RANDOM",0,0,NA,"AGR",14.2,16.7,6.39926791,-162.33775,6.39926791,-162.33775,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4898,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Deep","KIN-00190","KIN-190","RANDOM",0,0,NA,"AGR",19.7,22.7,6.42069951,-162.3598837,6.42069951,-162.3598837,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4899,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00208","KIN-208","RANDOM",0,0,NA,"AGR",13.9,17,6.42456164,-162.3660932,6.42456164,-162.3660932,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4900,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00205","KIN-205","RANDOM",0,0,NA,"AGR",8.9,9.5,6.43696049,-162.3852305,6.43696049,-162.3852305,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4901,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Deep","KIN-00182","KIN-182","RANDOM",0,0,NA,"AGR",20.9,21.3,6.45353176,-162.4071258,6.45353176,-162.4071258,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4902,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00013","KIN-13",NA,0,-1,"OCC-KIN-009",NA,9,15,6.38223789,-162.3840061,6.38223,-162.3843,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4903,0,"HA1201",68,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00003","KIN-03",NA,0,-1,NA,NA,14,15,6.39037622,-162.360589,6.39025,-162.3604,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4904,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00017","KIN-17",NA,0,-1,NA,NA,15,15,6.38219816,-162.3987769,6.38217,-162.39873,"2012",2012,"5/9/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
9969,0,"HA1606",108,"MHI","Hawaii","HAW_KONA","Forereef","Mid","HAW-00043","HAW-43","RANDOM",-1,0,"OCC-HAW-010",NA,14.3,14.3,19.24436,-155.90028,19.24432,-155.90024,"2016",2016,"8/11/2016",-1,NA,0,0,0,0,1,1,1,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
10036,0,"HA1606",108,"MHI","Hawaii","HAW_KONA","Forereef","Mid","HAW-00043","HAW-43","RANDOM",-1,0,"OCC-HAW-010",NA,14.3,14.3,19.24436,-155.90028,19.24432,-155.90024,"2016",2016,"8/11/2016",0,NA,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
13139,0,"SE1902_MHI_LEG2",134,"MHI","Hawaii","HAW_KONA","Forereef","Mid","HAW-00043","HAW-43","RANDOM",-1,0,"OCC-HAW-010",NA,14.3,14.3,19.244301,-155.900277,19.24432,-155.90024,"2019",2019,"7/11/2019",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4908,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00202","KIN-202","RANDOM",0,0,NA,"AGR",10,10.1,6.3802829,-162.4116502,6.3802829,-162.4116502,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4909,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Shallow","KIN-00222","KIN-222","RANDOM",0,0,NA,"AGR",6,6.1,6.38041944,-162.4193966,6.38041944,-162.4193966,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4910,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Deep","KIN-00186","KIN-186","RANDOM",0,0,NA,"AGR",17,26,6.37827258,-162.4225337,6.37827258,-162.4225337,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4912,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00197","KIN-197","RANDOM",0,0,NA,"MIX",16.4,17.1,6.38925237,-162.4714142,6.38925237,-162.4714142,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4915,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00196","KIN-196","RANDOM",0,0,NA,"MIX",17,18,6.38750273,-162.4627996,6.38750273,-162.4627996,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4916,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00195","KIN-195","RANDOM",0,0,NA,"AGR",14.3,14.5,6.45007473,-162.4107235,6.45007473,-162.4107235,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4917,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00191","KIN-191","RANDOM",0,0,NA,"AGR",13,13.1,6.44049908,-162.4197944,6.44049908,-162.4197944,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4918,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Deep","KIN-00185","KIN-185","RANDOM",0,0,NA,"AGR",20.4,21.2,6.41502589,-162.447873,6.41502589,-162.447873,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4919,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00201","KIN-201","RANDOM",0,0,NA,"AGR",10,10.6,6.40677197,-162.4527783,6.40677197,-162.4527783,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4920,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Deep","KIN-00183","KIN-183","RANDOM",0,0,NA,"AGR",22.7,26.7,6.38672766,-162.4789745,6.38672766,-162.4789745,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4921,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00023","KIN-23",NA,0,-1,NA,NA,13,13,6.38225122,-162.3413667,6.38232,-162.3413,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4922,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00008","KIN-08",NA,0,-1,NA,NA,12,15,6.42929222,-162.3825677,6.42913,-162.38255,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4923,0,"HA1201",68,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00010","KIN-10",NA,0,-1,NA,NA,12,15,6.42043691,-162.3795513,6.42038,-162.37942,"2012",2012,"5/10/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
5953,0,"HA1304",83,"MHI","Hawaii","HAW_PUNA","Forereef","Mid","HAW-00044","HAW-44",NA,0,-1,NA,NA,13.10576044,13.10576044,19.74696,-155.05803,19.74696,-155.05803,"2013",2013,"8/5/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
9966,0,"HA1606",108,"MHI","Hawaii","HAW_PUNA","Forereef","Mid","HAW-00044","HAW-44","RANDOM",0,-1,NA,NA,13.10576044,13.10576044,19.74694,-155.05806,19.74696,-155.05803,"2016",2016,"8/8/2016",-1,NA,0,0,0,0,1,1,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
13135,0,"SE1902_MHI_LEG2",134,"MHI","Hawaii","HAW_PUNA","Forereef","Mid","HAW-00044","HAW-44","RANDOM",0,-1,NA,NA,13.10576044,13.10576044,19.746925,-155.058004,19.74696,-155.05803,"2019",2019,"7/13/2019",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4928,0,"HA1201",68,"PRIAs","Kingman","Kingman","Lagoon","Deep","KIN-00173","KIN-173","RANDOM",0,0,NA,"AGR",21.5,21.6,6.41883647,-162.3972626,6.41883647,-162.3972626,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4929,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00232","KIN-232","RANDOM",0,0,NA,"AGR",6.1,14.5,6.41825711,-162.3674013,6.41825711,-162.3674013,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4930,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Deep","KIN-00225","KIN-225","RANDOM",0,0,NA,"AGR",17,26.8,6.40552684,-162.3537585,6.40552684,-162.3537585,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4931,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00226","KIN-226","RANDOM",0,0,NA,"AGR",10,15,6.38558076,-162.3747427,6.38558076,-162.3747427,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4932,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Shallow","KIN-00237","KIN-237","RANDOM",0,0,NA,"AGR",4.9,5,6.38656186,-162.3884455,6.38656186,-162.3884455,"2012",2012,"5/11/2012",0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4933,0,"HA1201",68,"PRIAs","Kingman","Kingman","Protected Slope","Mid","KIN-00198","KIN-198","RANDOM",0,0,NA,"AGR",10.3,11.3,6.44566719,-162.3976712,6.44566719,-162.3976712,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4934,0,"HA1201",68,"PRIAs","Kingman","Kingman","Lagoon","Deep","KIN-00171","KIN-171","RANDOM",0,0,NA,"AGR",25.6,26.1,6.40933608,-162.3944915,6.40933608,-162.3944915,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4935,0,"HA1201",68,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00248","KIN-248","RANDOM",0,0,NA,"AGR",7.6,12.1,6.39019508,-162.3595042,6.39019508,-162.3595042,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4936,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Deep","KIN-00257","KIN-257","RANDOM",0,0,NA,"RRB",22.9,27.3,6.40035085,-162.349587,6.40035085,-162.349587,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4937,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00244","KIN-244","RANDOM",0,0,NA,"AGR",9.4,11.8,6.3909622,-162.3478989,6.3909622,-162.3478989,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4938,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Shallow","KIN-00252","KIN-252","RANDOM",0,0,NA,"RRB",3.3,4.6,6.38407001,-162.3635471,6.38407001,-162.3635471,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","NO SCHEME",NA,NA,NA,""
4939,0,"HA1201",68,"PRIAs","Kingman","Kingman","Forereef","Mid","KIN-00011","KIN-11",NA,0,-1,"OCC-KIN-006",NA,12,15,6.38185132,-162.3464466,6.38198,-162.3462,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4940,0,"HA1201",68,"PRIAs","Kingman","Kingman","Backreef","Mid","KIN-00012","KIN-12",NA,0,-1,NA,NA,13,16,6.38599374,-162.377788,6.38582,-162.37753,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
4941,0,"HA1201",68,"PRIAs","Kingman","Kingman","Lagoon","Mid","KIN-00007","KIN-07",NA,0,-1,NA,NA,13,15,6.40226259,-162.3852507,6.40215,-162.38545,"2012",2012,"5/11/2012",-1,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
5954,0,"HA1304",83,"MHI","Hawaii","HAW_PUNA","Forereef","Mid","HAW-00045","HAW-45",NA,0,-1,NA,NA,12.80097531,12.80097531,19.66471,-154.97473,19.66471,-154.97473,"2013",2013,"8/5/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,"NO SCHEME",NA,NA,NA,NA
9965,0,"HA1606",108,"MHI","Hawaii","HAW_PUNA","Forereef","Mid","HAW-00045","HAW-45","RANDOM",0,-1,NA,NA,12.80097531,12.80097531,19.66466,-154.9747,19.66471,-154.97473,"2016",2016,"8/8/2016",-1,NA,0,0,0,0,1,1,1,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
